	index	Time	TemperatureF	Humidity	DryBulb	WetBulb	DATE	Hour	Minute	Day	Weekend	Holiday
0	0	2016-01-01 00:01:00	50.0	63.0	50.0	(42.66+0j)	2016-01-01 00:00:00	0	0	6	0	0
1	12	2016-01-01 00:32:00	49.8	63.0	49.8	(42.48+0j)	2016-01-01 01:00:00	1	60	6	0	0
2	36	2016-01-01 01:32:00	48.9	61.0	48.9	(41.21+0j)	2016-01-01 02:00:00	2	120	6	0	0
3	60	2016-01-01 02:33:00	48.6	61.0	48.6	(40.94+0j)	2016-01-01 03:00:00	3	180	6	0	0
4	82	2016-01-01 03:34:00	47.7	63.0	47.7	(40.57+0j)	2016-01-01 04:00:00	4	240	6	0	0
5	106	2016-01-01 04:35:00	46.9	63.0	46.9	(39.85+0j)	2016-01-01 05:00:00	5	300	6	0	0
6	128	2016-01-01 05:31:00	45.5	66.0	45.5	(39.21+0j)	2016-01-01 06:00:00	6	360	6	0	0
7	150	2016-01-01 06:31:00	45.1	61.0	45.1	(37.78+0j)	2016-01-01 07:00:00	7	420	6	0	0
8	174	2016-01-01 07:32:00	44.8	62.0	44.8	(37.72+0j)	2016-01-01 08:00:00	8	480	6	0	0
9	196	2016-01-01 08:33:00	44.8	59.0	44.8	(37.08+0j)	2016-01-01 09:00:00	9	540	6	0	0
10	220	2016-01-01 09:34:00	45.3	60.0	45.3	(37.74+0j)	2016-01-01 10:00:00	10	600	6	0	0
11	244	2016-01-01 10:35:00	45.1	59.0	45.1	(37.34+0j)	2016-01-01 11:00:00	11	660	6	0	0
12	270	2016-01-01 11:35:00	46.2	60.0	46.2	(38.55+0j)	2016-01-01 12:00:00	12	720	6	0	0
13	292	2016-01-01 12:31:00	46.9	59.0	46.9	(38.96+0j)	2016-01-01 13:00:00	13	780	6	0	0
14	316	2016-01-01 13:31:00	46.8	59.0	46.8	(38.87+0j)	2016-01-01 14:00:00	14	840	6	0	0
15	340	2016-01-01 14:32:00	47.1	60.0	47.1	(39.36+0j)	2016-01-01 15:00:00	15	900	6	0	0
16	364	2016-01-01 15:34:00	46.9	59.0	46.9	(38.96+0j)	2016-01-01 16:00:00	16	960	6	0	0
17	386	2016-01-01 16:35:00	46.8	61.0	46.8	(39.31+0j)	2016-01-01 17:00:00	17	1020	6	0	0
18	410	2016-01-01 17:40:00	46.4	60.0	46.4	(38.73+0j)	2016-01-01 18:00:00	18	1080	6	0	0
19	430	2016-01-01 18:32:00	46.6	55.0	46.6	(37.77+0j)	2016-01-01 19:00:00	19	1140	6	0	0
20	454	2016-01-01 19:33:00	46.4	55.0	46.4	(37.59+0j)	2016-01-01 20:00:00	20	1200	6	0	0
21	478	2016-01-01 20:34:00	46.4	55.0	46.4	(37.59+0j)	2016-01-01 21:00:00	21	1260	6	0	0
22	502	2016-01-01 21:35:00	46.4	53.0	46.4	(37.12+0j)	2016-01-01 22:00:00	22	1320	6	0	0
23	524	2016-01-01 22:31:00	46.2	46.0	46.2	(35.22+0j)	2016-01-01 23:00:00	23	1380	6	0	0
24	548	2016-01-01 23:31:00	45.9	50.0	45.9	(35.97+0j)	2016-01-02 00:00:00	0	0	7	1	0
25	12	2016-01-02 00:31:00	45.9	51.0	45.9	(36.21+0j)	2016-01-02 01:00:00	1	60	7	1	0
26	36	2016-01-02 01:32:00	46.0	50.0	46.0	(36.05+0j)	2016-01-02 02:00:00	2	120	7	1	0
27	60	2016-01-02 02:32:00	45.9	51.0	45.9	(36.21+0j)	2016-01-02 03:00:00	3	180	7	1	0
28	84	2016-01-02 03:33:00	45.5	55.0	45.5	(36.8+0j)	2016-01-02 04:00:00	4	240	7	1	0
29	108	2016-01-02 04:34:00	45.1	58.0	45.1	(37.12+0j)	2016-01-02 05:00:00	5	300	7	1	0
30	132	2016-01-02 05:35:00	45.3	52.0	45.3	(35.93+0j)	2016-01-02 06:00:00	6	360	7	1	0
31	154	2016-01-02 06:31:00	45.3	51.0	45.3	(35.69+0j)	2016-01-02 07:00:00	7	420	7	1	0
32	178	2016-01-02 07:31:00	45.0	54.0	45.0	(36.13+0j)	2016-01-02 08:00:00	8	480	7	1	0
33	202	2016-01-02 08:32:00	44.1	66.0	44.1	(37.92+0j)	2016-01-02 09:00:00	9	540	7	1	0
34	226	2016-01-02 09:32:00	44.8	62.0	44.8	(37.72+0j)	2016-01-02 10:00:00	10	600	7	1	0
35	250	2016-01-02 10:33:00	45.5	60.0	45.5	(37.92+0j)	2016-01-02 11:00:00	11	660	7	1	0
36	274	2016-01-02 11:34:00	46.4	52.0	46.4	(36.88+0j)	2016-01-02 12:00:00	12	720	7	1	0
37	298	2016-01-02 12:35:00	46.9	48.0	46.9	(36.32+0j)	2016-01-02 13:00:00	13	780	7	1	0
38	320	2016-01-02 13:31:00	46.8	52.0	46.8	(37.23+0j)	2016-01-02 14:00:00	14	840	7	1	0
39	344	2016-01-02 14:31:00	47.3	52.0	47.3	(37.66+0j)	2016-01-02 15:00:00	15	900	7	1	0
40	368	2016-01-02 15:33:00	47.3	54.0	47.3	(38.15+0j)	2016-01-02 16:00:00	16	960	7	1	0
41	388	2016-01-02 16:34:00	46.9	59.0	46.9	(38.96+0j)	2016-01-02 17:00:00	17	1020	7	1	0
42	412	2016-01-02 17:34:00	45.3	79.0	45.3	(41.63+0j)	2016-01-02 18:00:00	18	1080	7	1	0
43	436	2016-01-02 18:35:00	45.0	87.0	45.0	(42.84+0j)	2016-01-02 19:00:00	19	1140	7	1	0
44	458	2016-01-02 19:31:00	44.2	92.0	44.2	(42.97+0j)	2016-01-02 20:00:00	20	1200	7	1	0
45	482	2016-01-02 20:32:00	43.9	96.0	43.9	(43.38+0j)	2016-01-02 21:00:00	21	1260	7	1	0
46	508	2016-01-02 21:35:00	43.9	95.0	43.9	(43.2+0j)	2016-01-02 22:00:00	22	1320	7	1	0
47	530	2016-01-02 22:31:00	43.7	97.0	43.7	(43.35+0j)	2016-01-02 23:00:00	23	1380	7	1	0
48	554	2016-01-02 23:37:00	43.3	98.0	43.3	(43.13+0j)	2016-01-03 00:00:00	0	0	1	1	0
49	12	2016-01-03 00:32:00	42.8	96.0	42.8	(42.28+0j)	2016-01-03 01:00:00	1	60	1	1	0
50	36	2016-01-03 01:33:00	42.6	95.0	42.6	(41.91+0j)	2016-01-03 02:00:00	2	120	1	1	0
51	60	2016-01-03 02:34:00	42.8	95.0	42.8	(42.11+0j)	2016-01-03 03:00:00	3	180	1	1	0
52	84	2016-01-03 03:35:00	42.8	94.0	42.8	(41.93+0j)	2016-01-03 04:00:00	4	240	1	1	0
53	108	2016-01-03 04:35:00	43.3	93.0	43.3	(42.25+0j)	2016-01-03 05:00:00	5	300	1	1	0
54	130	2016-01-03 05:31:00	43.5	93.0	43.5	(42.45+0j)	2016-01-03 06:00:00	6	360	1	1	0
55	154	2016-01-03 06:32:00	43.7	94.0	43.7	(42.83+0j)	2016-01-03 07:00:00	7	420	1	1	0
56	178	2016-01-03 07:33:00	44.1	94.0	44.1	(43.22+0j)	2016-01-03 08:00:00	8	480	1	1	0
57	202	2016-01-03 08:34:00	44.6	88.0	44.6	(42.64+0j)	2016-01-03 09:00:00	9	540	1	1	0
58	226	2016-01-03 09:34:00	48.6	75.0	48.6	(43.97+0j)	2016-01-03 10:00:00	10	600	1	1	0
59	250	2016-01-03 10:35:00	51.1	70.0	51.1	(45.25+0j)	2016-01-03 11:00:00	11	660	1	1	0
60	272	2016-01-03 11:31:00	52.7	64.0	52.7	(45.36+0j)	2016-01-03 12:00:00	12	720	1	1	0
61	296	2016-01-03 12:32:00	54.5	59.0	54.5	(45.76+0j)	2016-01-03 13:00:00	13	780	1	1	0
62	320	2016-01-03 13:32:00	57.6	54.0	57.6	(47.17+0j)	2016-01-03 14:00:00	14	840	1	1	0
63	344	2016-01-03 14:33:00	58.6	52.0	58.6	(47.47+0j)	2016-01-03 15:00:00	15	900	1	1	0
64	368	2016-01-03 15:34:00	60.4	50.0	60.4	(48.43+0j)	2016-01-03 16:00:00	16	960	1	1	0
65	392	2016-01-03 16:35:00	62.1	49.0	62.1	(49.58+0j)	2016-01-03 17:00:00	17	1020	1	1	0
66	414	2016-01-03 17:31:00	61.2	53.0	61.2	(50.03+0j)	2016-01-03 18:00:00	18	1080	1	1	0
67	448	2016-01-03 18:31:00	58.5	32.0	58.5	(40.69+0j)	2016-01-03 19:00:00	19	1140	1	1	0
68	472	2016-01-03 19:32:00	55.8	35.0	55.8	(39.72+0j)	2016-01-03 20:00:00	20	1200	1	1	0
69	496	2016-01-03 20:33:00	48.0	68.0	48.0	(41.94+0j)	2016-01-03 21:00:00	21	1260	1	1	0
70	520	2016-01-03 21:35:00	45.3	83.0	45.3	(42.39+0j)	2016-01-03 22:00:00	22	1320	1	1	0
71	542	2016-01-03 22:31:00	42.6	88.0	42.6	(40.68+0j)	2016-01-03 23:00:00	23	1380	1	1	0
72	566	2016-01-03 23:32:00	41.9	86.0	41.9	(39.63+0j)	2016-01-04 00:00:00	0	0	2	0	0
73	12	2016-01-04 00:34:00	43.0	70.0	43.0	(37.71+0j)	2016-01-04 01:00:00	1	60	2	0	0
74	36	2016-01-04 01:35:00	43.0	66.0	43.0	(36.91+0j)	2016-01-04 02:00:00	2	120	2	0	0
75	58	2016-01-04 02:31:00	42.3	72.0	42.3	(37.44+0j)	2016-01-04 03:00:00	3	180	2	0	0
76	82	2016-01-04 03:32:00	41.2	71.0	41.2	(36.22+0j)	2016-01-04 04:00:00	4	240	2	0	0
77	106	2016-01-04 04:33:00	42.1	65.0	42.1	(35.89+0j)	2016-01-04 05:00:00	5	300	2	0	0
78	130	2016-01-04 05:34:00	41.4	65.0	41.4	(35.24+0j)	2016-01-04 06:00:00	6	360	2	0	0
79	152	2016-01-04 06:31:00	39.2	76.0	39.2	(35.25+0j)	2016-01-04 07:00:00	7	420	2	0	0
80	176	2016-01-04 07:33:00	38.3	79.0	38.3	(34.92+0j)	2016-01-04 08:00:00	8	480	2	0	0
81	198	2016-01-04 08:31:00	39.7	70.0	39.7	(34.63+0j)	2016-01-04 09:00:00	9	540	2	0	0
82	222	2016-01-04 09:32:00	43.0	60.0	43.0	(35.68+0j)	2016-01-04 10:00:00	10	600	2	0	0
83	246	2016-01-04 10:34:00	48.7	46.0	48.7	(37.33+0j)	2016-01-04 11:00:00	11	660	2	0	0
84	268	2016-01-04 11:35:00	51.4	38.0	51.4	(37.23+0j)	2016-01-04 12:00:00	12	720	2	0	0
85	290	2016-01-04 12:32:00	54.3	34.0	54.3	(38.19+0j)	2016-01-04 13:00:00	13	780	2	0	0
86	314	2016-01-04 13:34:00	56.5	33.0	56.5	(39.53+0j)	2016-01-04 14:00:00	14	840	2	0	0
87	338	2016-01-04 14:35:00	57.6	31.0	57.6	(39.61+0j)	2016-01-04 15:00:00	15	900	2	0	0
88	360	2016-01-04 15:32:00	57.6	34.0	57.6	(40.76+0j)	2016-01-04 16:00:00	16	960	2	0	0
89	384	2016-01-04 16:33:00	57.2	35.0	57.2	(40.82+0j)	2016-01-04 17:00:00	17	1020	2	0	0
90	408	2016-01-04 17:34:00	55.2	42.0	55.2	(41.58+0j)	2016-01-04 18:00:00	18	1080	2	0	0
91	430	2016-01-04 18:31:00	53.1	46.0	53.1	(41.03+0j)	2016-01-04 19:00:00	19	1140	2	0	0
92	454	2016-01-04 19:33:00	51.4	51.0	51.4	(40.96+0j)	2016-01-04 20:00:00	20	1200	2	0	0
93	478	2016-01-04 20:34:00	50.2	54.0	50.2	(40.69+0j)	2016-01-04 21:00:00	21	1260	2	0	0
94	502	2016-01-04 21:36:00	45.7	70.0	45.7	(40.22+0j)	2016-01-04 22:00:00	22	1320	2	0	0
95	524	2016-01-04 22:31:00	42.3	81.0	42.3	(39.12+0j)	2016-01-04 23:00:00	23	1380	2	0	0
96	548	2016-01-04 23:32:00	41.2	83.0	41.2	(38.42+0j)	2016-01-05 00:00:00	0	0	3	0	0
97	12	2016-01-05 00:33:00	40.3	85.0	40.3	(37.9+0j)	2016-01-05 01:00:00	1	60	3	0	0
98	36	2016-01-05 01:35:00	38.7	92.0	38.7	(37.52+0j)	2016-01-05 02:00:00	2	120	3	0	0
99	58	2016-01-05 02:31:00	38.1	93.0	38.1	(37.09+0j)	2016-01-05 03:00:00	3	180	3	0	0
100	82	2016-01-05 03:32:00	37.9	91.0	37.9	(36.57+0j)	2016-01-05 04:00:00	4	240	3	0	0
101	106	2016-01-05 04:33:00	39.4	80.0	39.4	(36.15+0j)	2016-01-05 05:00:00	5	300	3	0	0
102	130	2016-01-05 05:34:00	40.3	80.0	40.3	(37.02+0j)	2016-01-05 06:00:00	6	360	3	0	0
103	148	2016-01-05 06:35:00	41.7	74.0	41.7	(37.25+0j)	2016-01-05 07:00:00	7	420	3	0	0
104	170	2016-01-05 07:32:00	41.0	76.0	41.0	(36.96+0j)	2016-01-05 08:00:00	8	480	3	0	0
105	194	2016-01-05 08:33:00	41.4	73.0	41.4	(36.78+0j)	2016-01-05 09:00:00	9	540	3	0	0
106	218	2016-01-05 09:34:00	41.9	70.0	41.9	(36.68+0j)	2016-01-05 10:00:00	10	600	3	0	0
107	242	2016-01-05 10:35:00	44.1	65.0	44.1	(37.72+0j)	2016-01-05 11:00:00	11	660	3	0	0
108	264	2016-01-05 11:32:00	47.1	61.0	47.1	(39.58+0j)	2016-01-05 12:00:00	12	720	3	0	0
109	288	2016-01-05 12:33:00	51.1	54.0	51.1	(41.48+0j)	2016-01-05 13:00:00	13	780	3	0	0
110	312	2016-01-05 13:36:00	53.8	52.0	53.8	(43.31+0j)	2016-01-05 14:00:00	14	840	3	0	0
111	334	2016-01-05 14:31:00	56.1	53.0	56.1	(45.58+0j)	2016-01-05 15:00:00	15	900	3	0	0
112	358	2016-01-05 15:32:00	57.4	54.0	57.4	(46.99+0j)	2016-01-05 16:00:00	16	960	3	0	0
113	382	2016-01-05 16:34:00	55.8	55.0	55.8	(45.86+0j)	2016-01-05 17:00:00	17	1020	3	0	0
114	406	2016-01-05 17:35:00	55.6	55.0	55.6	(45.69+0j)	2016-01-05 18:00:00	18	1080	3	0	0
115	428	2016-01-05 18:32:00	54.9	58.0	54.9	(45.86+0j)	2016-01-05 19:00:00	19	1140	3	0	0
116	452	2016-01-05 19:33:00	53.1	61.0	53.1	(45+0j)	2016-01-05 20:00:00	20	1200	3	0	0
117	476	2016-01-05 20:34:00	52.0	60.0	52.0	(43.76+0j)	2016-01-05 21:00:00	21	1260	3	0	0
118	500	2016-01-05 21:35:00	51.6	63.0	51.6	(44.12+0j)	2016-01-05 22:00:00	22	1320	3	0	0
119	522	2016-01-05 22:31:00	50.7	65.0	50.7	(43.76+0j)	2016-01-05 23:00:00	23	1380	3	0	0
120	546	2016-01-05 23:32:00	50.4	68.0	50.4	(44.16+0j)	2016-01-06 00:00:00	0	0	4	0	0
121	12	2016-01-06 00:33:00	49.5	81.0	49.5	(46.05+0j)	2016-01-06 01:00:00	1	60	4	0	0
122	36	2016-01-06 01:35:00	48.2	88.0	48.2	(46.16+0j)	2016-01-06 02:00:00	2	120	4	0	0
123	58	2016-01-06 02:31:00	48.2	85.0	48.2	(45.59+0j)	2016-01-06 03:00:00	3	180	4	0	0
124	82	2016-01-06 03:32:00	48.2	84.0	48.2	(45.39+0j)	2016-01-06 04:00:00	4	240	4	0	0
125	106	2016-01-06 04:33:00	47.3	89.0	47.3	(45.47+0j)	2016-01-06 05:00:00	5	300	4	0	0
126	130	2016-01-06 05:35:00	47.3	90.0	47.3	(45.66+0j)	2016-01-06 06:00:00	6	360	4	0	0
127	152	2016-01-06 06:31:00	48.0	87.0	48.0	(45.78+0j)	2016-01-06 07:00:00	7	420	4	0	0
128	176	2016-01-06 07:32:00	48.4	82.0	48.4	(45.19+0j)	2016-01-06 08:00:00	8	480	4	0	0
129	200	2016-01-06 08:33:00	48.0	82.0	48.0	(44.81+0j)	2016-01-06 09:00:00	9	540	4	0	0
130	224	2016-01-06 09:34:00	46.9	82.0	46.9	(43.74+0j)	2016-01-06 10:00:00	10	600	4	0	0
131	248	2016-01-06 10:35:00	48.0	80.0	48.0	(44.41+0j)	2016-01-06 11:00:00	11	660	4	0	0
132	270	2016-01-06 11:32:00	49.1	82.0	49.1	(45.87+0j)	2016-01-06 12:00:00	12	720	4	0	0
133	294	2016-01-06 12:33:00	50.0	86.0	50.0	(47.54+0j)	2016-01-06 13:00:00	13	780	4	0	0
134	318	2016-01-06 13:34:00	50.7	86.0	50.7	(48.22+0j)	2016-01-06 14:00:00	14	840	4	0	0
135	342	2016-01-06 14:35:00	51.3	90.0	51.3	(49.6+0j)	2016-01-06 15:00:00	15	900	4	0	0
136	366	2016-01-06 15:35:00	51.8	94.0	51.8	(50.88+0j)	2016-01-06 16:00:00	16	960	4	0	0
137	388	2016-01-06 16:32:00	52.3	95.0	52.3	(51.57+0j)	2016-01-06 17:00:00	17	1020	4	0	0
138	412	2016-01-06 17:33:00	52.9	98.0	52.9	(52.76+0j)	2016-01-06 18:00:00	18	1080	4	0	0
139	434	2016-01-06 18:34:00	53.6	97.0	53.6	(53.26+0j)	2016-01-06 19:00:00	19	1140	4	0	0
140	458	2016-01-06 19:35:00	52.9	98.0	52.9	(52.76+0j)	2016-01-06 20:00:00	20	1200	4	0	0
141	480	2016-01-06 20:31:00	52.5	98.0	52.5	(52.35+0j)	2016-01-06 21:00:00	21	1260	4	0	0
142	504	2016-01-06 21:32:00	52.5	98.0	52.5	(52.35+0j)	2016-01-06 22:00:00	22	1320	4	0	0
143	528	2016-01-06 22:32:00	52.7	98.0	52.7	(52.55+0j)	2016-01-06 23:00:00	23	1380	4	0	0
144	550	2016-01-06 23:33:00	52.7	98.0	52.7	(52.55+0j)	2016-01-07 00:00:00	0	0	5	0	0
145	12	2016-01-07 00:34:00	52.7	98.0	52.7	(52.55+0j)	2016-01-07 01:00:00	1	60	5	0	0
146	36	2016-01-07 01:35:00	52.7	98.0	52.7	(52.55+0j)	2016-01-07 02:00:00	2	120	5	0	0
147	58	2016-01-07 02:31:00	52.7	98.0	52.7	(52.55+0j)	2016-01-07 03:00:00	3	180	5	0	0
148	82	2016-01-07 03:32:00	52.5	98.0	52.5	(52.35+0j)	2016-01-07 04:00:00	4	240	5	0	0
149	106	2016-01-07 04:33:00	52.3	98.0	52.3	(52.15+0j)	2016-01-07 05:00:00	5	300	5	0	0
150	130	2016-01-07 05:35:00	51.1	99.0	51.1	(51.14+0j)	2016-01-07 06:00:00	6	360	5	0	0
151	152	2016-01-07 06:32:00	50.2	99.0	50.2	(50.24+0j)	2016-01-07 07:00:00	7	420	5	0	0
152	174	2016-01-07 07:32:00	49.6	99.0	49.6	(49.63+0j)	2016-01-07 08:00:00	8	480	5	0	0
153	198	2016-01-07 08:33:00	49.6	99.0	49.6	(49.63+0j)	2016-01-07 09:00:00	9	540	5	0	0
154	222	2016-01-07 09:34:00	51.1	99.0	51.1	(51.14+0j)	2016-01-07 10:00:00	10	600	5	0	0
155	246	2016-01-07 10:35:00	52.9	98.0	52.9	(52.76+0j)	2016-01-07 11:00:00	11	660	5	0	0
156	268	2016-01-07 11:31:00	57.4	76.0	57.4	(52.53+0j)	2016-01-07 12:00:00	12	720	5	0	0
157	288	2016-01-07 12:32:00	63.7	61.0	63.7	(54.56+0j)	2016-01-07 13:00:00	13	780	5	0	0
158	312	2016-01-07 13:35:00	68.2	43.0	68.2	(52.65+0j)	2016-01-07 14:00:00	14	840	5	0	0
159	332	2016-01-07 14:31:00	70.5	39.0	70.5	(52.97+0j)	2016-01-07 15:00:00	15	900	5	0	0
160	356	2016-01-07 15:33:00	73.0	35.0	73.0	(53.23+0j)	2016-01-07 16:00:00	16	960	5	0	0
161	380	2016-01-07 16:34:00	72.1	46.0	72.1	(57.03+0j)	2016-01-07 17:00:00	17	1020	5	0	0
162	402	2016-01-07 17:31:00	70.2	55.0	70.2	(58.53+0j)	2016-01-07 18:00:00	18	1080	5	0	0
163	424	2016-01-07 18:32:00	66.2	68.0	66.2	(58.78+0j)	2016-01-07 19:00:00	19	1140	5	0	0
164	446	2016-01-07 19:33:00	63.0	73.0	63.0	(57.1+0j)	2016-01-07 20:00:00	20	1200	5	0	0
165	470	2016-01-07 20:35:00	61.0	79.0	61.0	(56.66+0j)	2016-01-07 21:00:00	21	1260	5	0	0
166	492	2016-01-07 21:31:00	59.4	81.0	59.4	(55.58+0j)	2016-01-07 22:00:00	22	1320	5	0	0
167	516	2016-01-07 22:32:00	58.5	81.0	58.5	(54.72+0j)	2016-01-07 23:00:00	23	1380	5	0	0
168	540	2016-01-07 23:34:00	56.7	84.0	56.7	(53.64+0j)	2016-01-08 00:00:00	0	0	6	0	0
169	10	2016-01-08 00:35:00	54.9	88.0	54.9	(52.73+0j)	2016-01-08 01:00:00	1	60	6	0	0
170	32	2016-01-08 01:31:00	54.0	90.0	54.0	(52.26+0j)	2016-01-08 02:00:00	2	120	6	0	0
171	56	2016-01-08 02:32:00	50.5	98.0	50.5	(50.35+0j)	2016-01-08 03:00:00	3	180	6	0	0
172	80	2016-01-08 03:33:00	49.6	98.0	49.6	(49.45+0j)	2016-01-08 04:00:00	4	240	6	0	0
173	104	2016-01-08 04:35:00	51.3	94.0	51.3	(50.38+0j)	2016-01-08 05:00:00	5	300	6	0	0
174	126	2016-01-08 05:31:00	49.8	98.0	49.8	(49.65+0j)	2016-01-08 06:00:00	6	360	6	0	0
175	150	2016-01-08 06:32:00	46.8	99.0	46.8	(46.82+0j)	2016-01-08 07:00:00	7	420	6	0	0
176	168	2016-01-08 07:34:00	48.7	99.0	48.7	(48.73+0j)	2016-01-08 08:00:00	8	480	6	0	0
177	192	2016-01-08 08:35:00	49.6	96.0	49.6	(49.07+0j)	2016-01-08 09:00:00	9	540	6	0	0
178	214	2016-01-08 09:31:00	49.6	99.0	49.6	(49.63+0j)	2016-01-08 10:00:00	10	600	6	0	0
179	238	2016-01-08 10:32:00	53.1	94.0	53.1	(52.17+0j)	2016-01-08 11:00:00	11	660	6	0	0
180	262	2016-01-08 11:34:00	59.0	79.0	59.0	(54.74+0j)	2016-01-08 12:00:00	12	720	6	0	0
181	286	2016-01-08 12:35:00	61.5	82.0	61.5	(57.84+0j)	2016-01-08 13:00:00	13	780	6	0	0
182	308	2016-01-08 13:31:00	64.2	74.0	64.2	(58.48+0j)	2016-01-08 14:00:00	14	840	6	0	0
183	332	2016-01-08 14:38:00	64.2	74.0	64.2	(58.48+0j)	2016-01-08 15:00:00	15	900	6	0	0
184	354	2016-01-08 15:34:00	65.7	74.0	65.7	(59.89+0j)	2016-01-08 16:00:00	16	960	6	0	0
185	378	2016-01-08 16:35:00	65.8	66.0	65.8	(57.86+0j)	2016-01-08 17:00:00	17	1020	6	0	0
186	400	2016-01-08 17:31:00	67.3	71.0	67.3	(60.61+0j)	2016-01-08 18:00:00	18	1080	6	0	0
187	424	2016-01-08 18:33:00	63.3	79.0	63.3	(58.86+0j)	2016-01-08 19:00:00	19	1140	6	0	0
188	448	2016-01-08 19:34:00	60.6	85.0	60.6	(57.65+0j)	2016-01-08 20:00:00	20	1200	6	0	0
189	470	2016-01-08 20:31:00	58.6	89.0	58.6	(56.57+0j)	2016-01-08 21:00:00	21	1260	6	0	0
190	494	2016-01-08 21:33:00	57.7	89.0	57.7	(55.69+0j)	2016-01-08 22:00:00	22	1320	6	0	0
191	518	2016-01-08 22:34:00	56.5	94.0	56.5	(55.55+0j)	2016-01-08 23:00:00	23	1380	6	0	0
192	540	2016-01-08 23:31:00	58.5	70.0	58.5	(52.14+0j)	2016-01-09 00:00:00	0	0	7	1	0
193	12	2016-01-09 00:31:00	59.2	54.0	59.2	(48.57+0j)	2016-01-09 01:00:00	1	60	7	1	0
194	36	2016-01-09 01:33:00	59.2	51.0	59.2	(47.7+0j)	2016-01-09 02:00:00	2	120	7	1	0
195	60	2016-01-09 02:34:00	55.2	52.0	55.2	(44.52+0j)	2016-01-09 03:00:00	3	180	7	1	0
196	82	2016-01-09 03:31:00	56.3	42.0	56.3	(42.48+0j)	2016-01-09 04:00:00	4	240	7	1	0
197	106	2016-01-09 04:33:00	54.0	43.0	54.0	(40.89+0j)	2016-01-09 05:00:00	5	300	7	1	0
198	130	2016-01-09 05:35:00	52.7	50.0	52.7	(41.81+0j)	2016-01-09 06:00:00	6	360	7	1	0
199	152	2016-01-09 06:31:00	50.9	59.0	50.9	(42.54+0j)	2016-01-09 07:00:00	7	420	7	1	0
200	176	2016-01-09 07:33:00	48.0	73.0	48.0	(42.99+0j)	2016-01-09 08:00:00	8	480	7	1	0
201	200	2016-01-09 08:35:00	48.0	73.0	48.0	(42.99+0j)	2016-01-09 09:00:00	9	540	7	1	0
202	222	2016-01-09 09:31:00	49.8	63.0	49.8	(42.48+0j)	2016-01-09 10:00:00	10	600	7	1	0
203	246	2016-01-09 10:33:00	52.3	58.0	52.3	(43.54+0j)	2016-01-09 11:00:00	11	660	7	1	0
204	270	2016-01-09 11:34:00	52.9	51.0	52.9	(42.26+0j)	2016-01-09 12:00:00	12	720	7	1	0
205	294	2016-01-09 12:35:00	51.8	50.0	51.8	(41.04+0j)	2016-01-09 13:00:00	13	780	7	1	0
206	316	2016-01-09 13:32:00	50.7	50.0	50.7	(40.09+0j)	2016-01-09 14:00:00	14	840	7	1	0
207	338	2016-01-09 14:33:00	50.4	51.0	50.4	(40.1+0j)	2016-01-09 15:00:00	15	900	7	1	0
208	362	2016-01-09 15:35:00	47.7	53.0	47.7	(38.25+0j)	2016-01-09 16:00:00	16	960	7	1	0
209	384	2016-01-09 16:32:00	45.9	52.0	45.9	(36.45+0j)	2016-01-09 17:00:00	17	1020	7	1	0
210	408	2016-01-09 17:34:00	44.8	53.0	44.8	(35.73+0j)	2016-01-09 18:00:00	18	1080	7	1	0
211	430	2016-01-09 18:35:00	43.9	54.0	43.9	(35.17+0j)	2016-01-09 19:00:00	19	1140	7	1	0
212	450	2016-01-09 19:31:00	43.5	58.0	43.5	(35.7+0j)	2016-01-09 20:00:00	20	1200	7	1	0
213	474	2016-01-09 20:33:00	42.3	58.0	42.3	(34.63+0j)	2016-01-09 21:00:00	21	1260	7	1	0
214	498	2016-01-09 21:35:00	41.9	60.0	41.9	(34.69+0j)	2016-01-09 22:00:00	22	1320	7	1	0
215	520	2016-01-09 22:31:00	41.2	62.0	41.2	(34.46+0j)	2016-01-09 23:00:00	23	1380	7	1	0
216	544	2016-01-09 23:32:00	40.3	65.0	40.3	(34.24+0j)	2016-01-10 00:00:00	0	0	1	1	0
217	12	2016-01-10 00:33:00	39.4	66.0	39.4	(33.6+0j)	2016-01-10 01:00:00	1	60	1	1	0
218	28	2016-01-10 01:35:00	38.3	69.0	38.3	(33.15+0j)	2016-01-10 02:00:00	2	120	1	1	0
219	50	2016-01-10 02:32:00	37.8	71.0	37.8	(33.04+0j)	2016-01-10 03:00:00	3	180	1	1	0
220	74	2016-01-10 03:33:00	36.7	69.0	36.7	(31.66+0j)	2016-01-10 04:00:00	4	240	1	1	0
221	94	2016-01-10 04:35:00	35.8	72.0	35.8	(31.34+0j)	2016-01-10 05:00:00	5	300	1	1	0
222	118	2016-01-10 05:36:00	35.2	70.0	35.2	(30.44+0j)	2016-01-10 06:00:00	6	360	1	1	0
223	138	2016-01-10 06:32:00	34.5	70.0	34.5	(29.79+0j)	2016-01-10 07:00:00	7	420	1	1	0
224	162	2016-01-10 07:33:00	33.8	71.0	33.8	(29.3+0j)	2016-01-10 08:00:00	8	480	1	1	0
225	186	2016-01-10 08:35:00	35.1	63.0	35.1	(29.12+0j)	2016-01-10 09:00:00	9	540	1	1	0
226	208	2016-01-10 09:31:00	37.8	58.0	37.8	(30.62+0j)	2016-01-10 10:00:00	10	600	1	1	0
