	index	Time	TemperatureF	Humidity	DryBulb	WetBulb	DATE	Hour	Minute	Day	Weekend	Holiday
5491	194	2016-08-18 08:35:00	75.7	93.0	75.7	(74.39+0j)	2016-08-18 09:00:00	9	540	5	0	0
5492	218	2016-08-18 09:36:00	76.8	91.0	76.8	(74.97+0j)	2016-08-18 10:00:00	10	600	5	0	0
5493	238	2016-08-18 10:31:00	77.4	90.0	77.4	(75.31+0j)	2016-08-18 11:00:00	11	660	5	0	0
5494	262	2016-08-18 11:32:00	79.3	88.0	79.3	(76.65+0j)	2016-08-18 12:00:00	12	720	5	0	0
5495	286	2016-08-18 12:33:00	82.4	75.0	82.4	(75.95+0j)	2016-08-18 13:00:00	13	780	5	0	0
5496	310	2016-08-18 13:33:00	84.2	67.0	84.2	(75.1+0j)	2016-08-18 14:00:00	14	840	5	0	0
5497	334	2016-08-18 14:33:00	86.0	58.0	86.0	(73.58+0j)	2016-08-18 15:00:00	15	900	5	0	0
5498	358	2016-08-18 15:34:00	86.5	61.0	86.5	(75.13+0j)	2016-08-18 16:00:00	16	960	5	0	0
5499	382	2016-08-18 16:35:00	81.7	80.0	81.7	(76.76+0j)	2016-08-18 17:00:00	17	1020	5	0	0
5500	404	2016-08-18 17:31:00	84.6	75.0	84.6	(78.03+0j)	2016-08-18 18:00:00	18	1080	5	0	0
5501	428	2016-08-18 18:32:00	82.8	76.0	82.8	(76.63+0j)	2016-08-18 19:00:00	19	1140	5	0	0
5502	450	2016-08-18 19:32:00	77.5	93.0	77.5	(76.17+0j)	2016-08-18 20:00:00	20	1200	5	0	0
5503	472	2016-08-18 20:33:00	77.0	91.0	77.0	(75.17+0j)	2016-08-18 21:00:00	21	1260	5	0	0
5504	496	2016-08-18 21:34:00	77.2	93.0	77.2	(75.88+0j)	2016-08-18 22:00:00	22	1320	5	0	0
5505	520	2016-08-18 22:35:00	76.1	92.0	76.1	(74.53+0j)	2016-08-18 23:00:00	23	1380	5	0	0
5506	544	2016-08-18 23:36:00	75.7	92.0	75.7	(74.14+0j)	2016-08-19 00:00:00	0	0	6	0	0
5507	12	2016-08-19 00:32:00	75.7	92.0	75.7	(74.14+0j)	2016-08-19 01:00:00	1	60	6	0	0
5508	36	2016-08-19 01:33:00	75.7	93.0	75.7	(74.39+0j)	2016-08-19 02:00:00	2	120	6	0	0
5509	58	2016-08-19 02:34:00	75.7	94.0	75.7	(74.64+0j)	2016-08-19 03:00:00	3	180	6	0	0
5510	80	2016-08-19 03:34:00	75.7	95.0	75.7	(74.89+0j)	2016-08-19 04:00:00	4	240	6	0	0
5511	104	2016-08-19 04:35:00	77.2	95.0	77.2	(76.38+0j)	2016-08-19 05:00:00	5	300	6	0	0
5512	126	2016-08-19 05:31:00	77.2	94.0	77.2	(76.13+0j)	2016-08-19 06:00:00	6	360	6	0	0
5513	148	2016-08-19 06:32:00	78.8	89.0	78.8	(76.42+0j)	2016-08-19 07:00:00	7	420	6	0	0
5514	172	2016-08-19 07:33:00	77.9	91.0	77.9	(76.06+0j)	2016-08-19 08:00:00	8	480	6	0	0
5515	194	2016-08-19 08:33:00	79.9	89.0	79.9	(77.5+0j)	2016-08-19 09:00:00	9	540	6	0	0
5516	218	2016-08-19 09:34:00	81.1	82.0	81.1	(76.76+0j)	2016-08-19 10:00:00	10	600	6	0	0
5517	242	2016-08-19 10:35:00	82.4	71.0	82.4	(74.72+0j)	2016-08-19 11:00:00	11	660	6	0	0
5518	264	2016-08-19 11:31:00	83.8	66.0	83.8	(74.4+0j)	2016-08-19 12:00:00	12	720	6	0	0
5519	288	2016-08-19 12:32:00	86.9	55.0	86.9	(73.23+0j)	2016-08-19 13:00:00	13	780	6	0	0
5520	312	2016-08-19 13:32:00	89.1	51.0	89.1	(73.53+0j)	2016-08-19 14:00:00	14	840	6	0	0
5521	336	2016-08-19 14:38:00	90.3	48.0	90.3	(73.26+0j)	2016-08-19 15:00:00	15	900	6	0	0
5522	356	2016-08-19 15:34:00	90.7	51.0	90.7	(74.91+0j)	2016-08-19 16:00:00	16	960	6	0	0
5523	378	2016-08-19 16:35:00	91.4	48.0	91.4	(74.19+0j)	2016-08-19 17:00:00	17	1020	6	0	0
5524	398	2016-08-19 17:31:00	91.9	45.0	91.9	(73.23+0j)	2016-08-19 18:00:00	18	1080	6	0	0
5525	422	2016-08-19 18:31:00	92.3	44.0	92.3	(73.09+0j)	2016-08-19 19:00:00	19	1140	6	0	0
5526	446	2016-08-19 19:32:00	89.6	59.0	89.6	(77.17+0j)	2016-08-19 20:00:00	20	1200	6	0	0
5527	468	2016-08-19 20:33:00	85.5	72.0	85.5	(77.94+0j)	2016-08-19 21:00:00	21	1260	6	0	0
5528	488	2016-08-19 21:34:00	83.5	83.0	83.5	(79.36+0j)	2016-08-19 22:00:00	22	1320	6	0	0
5529	510	2016-08-19 22:35:00	82.6	79.0	82.6	(77.33+0j)	2016-08-19 23:00:00	23	1380	6	0	0
5530	534	2016-08-19 23:35:00	82.4	74.0	82.4	(75.65+0j)	2016-08-20 00:00:00	0	0	7	1	0
5531	10	2016-08-20 00:31:00	81.3	78.0	81.3	(75.8+0j)	2016-08-20 01:00:00	1	60	7	1	0
5532	34	2016-08-20 01:32:00	80.6	83.0	80.6	(76.55+0j)	2016-08-20 02:00:00	2	120	7	1	0
5533	56	2016-08-20 02:33:00	79.5	86.0	79.5	(76.31+0j)	2016-08-20 03:00:00	3	180	7	1	0
5534	80	2016-08-20 03:33:00	78.3	87.0	78.3	(75.4+0j)	2016-08-20 04:00:00	4	240	7	1	0
5535	102	2016-08-20 04:34:00	79.0	84.0	79.0	(75.28+0j)	2016-08-20 05:00:00	5	300	7	1	0
5536	124	2016-08-20 05:35:00	79.0	85.0	79.0	(75.55+0j)	2016-08-20 06:00:00	6	360	7	1	0
5537	146	2016-08-20 06:31:00	78.1	89.0	78.1	(75.74+0j)	2016-08-20 07:00:00	7	420	7	1	0
5538	168	2016-08-20 07:32:00	77.9	90.0	77.9	(75.8+0j)	2016-08-20 08:00:00	8	480	7	1	0
5539	192	2016-08-20 08:32:00	80.2	86.0	80.2	(76.99+0j)	2016-08-20 09:00:00	9	540	7	1	0
5540	216	2016-08-20 09:33:00	81.5	79.0	81.5	(76.28+0j)	2016-08-20 10:00:00	10	600	7	1	0
5541	240	2016-08-20 10:34:00	82.0	78.0	82.0	(76.47+0j)	2016-08-20 11:00:00	11	660	7	1	0
5542	264	2016-08-20 11:35:00	82.0	82.0	82.0	(77.62+0j)	2016-08-20 12:00:00	12	720	7	1	0
5543	286	2016-08-20 12:31:00	82.0	83.0	82.0	(77.91+0j)	2016-08-20 13:00:00	13	780	7	1	0
5544	310	2016-08-20 13:31:00	82.8	77.0	82.8	(76.93+0j)	2016-08-20 14:00:00	14	840	7	1	0
5545	334	2016-08-20 14:32:00	83.3	75.0	83.3	(76.8+0j)	2016-08-20 15:00:00	15	900	7	1	0
5546	358	2016-08-20 15:33:00	83.8	71.0	83.8	(76.03+0j)	2016-08-20 16:00:00	16	960	7	1	0
5547	384	2016-08-20 16:35:00	79.7	93.0	79.7	(78.36+0j)	2016-08-20 17:00:00	17	1020	7	1	0
5548	406	2016-08-20 17:31:00	74.1	98.0	74.1	(74.02+0j)	2016-08-20 18:00:00	18	1080	7	1	0
5549	430	2016-08-20 18:32:00	74.3	98.0	74.3	(74.22+0j)	2016-08-20 19:00:00	19	1140	7	1	0
5550	454	2016-08-20 19:32:00	74.1	96.0	74.1	(73.53+0j)	2016-08-20 20:00:00	20	1200	7	1	0
5551	476	2016-08-20 20:33:00	75.4	94.0	75.4	(74.34+0j)	2016-08-20 21:00:00	21	1260	7	1	0
5552	500	2016-08-20 21:34:00	75.6	93.0	75.6	(74.29+0j)	2016-08-20 22:00:00	22	1320	7	1	0
5553	524	2016-08-20 22:35:00	75.6	93.0	75.6	(74.29+0j)	2016-08-20 23:00:00	23	1380	7	1	0
5554	546	2016-08-20 23:31:00	75.6	93.0	75.6	(74.29+0j)	2016-08-21 00:00:00	0	0	1	1	0
5555	12	2016-08-21 00:31:00	75.4	93.0	75.4	(74.09+0j)	2016-08-21 01:00:00	1	60	1	1	0
5556	34	2016-08-21 01:32:00	75.0	95.0	75.0	(74.19+0j)	2016-08-21 02:00:00	2	120	1	1	0
5557	54	2016-08-21 02:33:00	74.8	96.0	74.8	(74.23+0j)	2016-08-21 03:00:00	3	180	1	1	0
5558	78	2016-08-21 03:34:00	74.7	96.0	74.7	(74.13+0j)	2016-08-21 04:00:00	4	240	1	1	0
5559	102	2016-08-21 04:35:00	75.2	95.0	75.2	(74.39+0j)	2016-08-21 05:00:00	5	300	1	1	0
5560	122	2016-08-21 05:35:00	75.2	96.0	75.2	(74.63+0j)	2016-08-21 06:00:00	6	360	1	1	0
5561	144	2016-08-21 06:31:00	74.7	96.0	74.7	(74.13+0j)	2016-08-21 07:00:00	7	420	1	1	0
5562	168	2016-08-21 07:32:00	74.5	96.0	74.5	(73.93+0j)	2016-08-21 08:00:00	8	480	1	1	0
5563	192	2016-08-21 08:33:00	74.1	94.0	74.1	(73.05+0j)	2016-08-21 09:00:00	9	540	1	1	0
5564	216	2016-08-21 09:33:00	74.8	91.0	74.8	(73+0j)	2016-08-21 10:00:00	10	600	1	1	0
5565	240	2016-08-21 10:34:00	78.1	80.0	78.1	(73.31+0j)	2016-08-21 11:00:00	11	660	1	1	0
5566	262	2016-08-21 11:35:00	79.3	77.0	79.3	(73.6+0j)	2016-08-21 12:00:00	12	720	1	1	0
5567	284	2016-08-21 12:31:00	79.5	81.0	79.5	(74.93+0j)	2016-08-21 13:00:00	13	780	1	1	0
5568	306	2016-08-21 13:32:00	80.6	74.0	80.6	(73.95+0j)	2016-08-21 14:00:00	14	840	1	1	0
5569	330	2016-08-21 14:32:00	81.3	75.0	81.3	(74.91+0j)	2016-08-21 15:00:00	15	900	1	1	0
5570	354	2016-08-21 15:33:00	80.2	85.0	80.2	(76.72+0j)	2016-08-21 16:00:00	16	960	1	1	0
5571	378	2016-08-21 16:34:00	79.7	84.0	79.7	(75.96+0j)	2016-08-21 17:00:00	17	1020	1	1	0
5572	400	2016-08-21 17:35:00	79.3	84.0	79.3	(75.57+0j)	2016-08-21 18:00:00	18	1080	1	1	0
5573	422	2016-08-21 18:31:00	79.3	81.0	79.3	(74.74+0j)	2016-08-21 19:00:00	19	1140	1	1	0
5574	446	2016-08-21 19:32:00	79.2	84.0	79.2	(75.47+0j)	2016-08-21 20:00:00	20	1200	1	1	0
5575	468	2016-08-21 20:33:00	78.1	87.0	78.1	(75.21+0j)	2016-08-21 21:00:00	21	1260	1	1	0
5576	490	2016-08-21 21:34:00	77.4	90.0	77.4	(75.31+0j)	2016-08-21 22:00:00	22	1320	1	1	0
5577	514	2016-08-21 22:34:00	77.2	91.0	77.2	(75.37+0j)	2016-08-21 23:00:00	23	1380	1	1	0
5578	538	2016-08-21 23:35:00	77.2	91.0	77.2	(75.37+0j)	2016-08-22 00:00:00	0	0	2	0	0
5579	12	2016-08-22 00:31:00	77.2	92.0	77.2	(75.62+0j)	2016-08-22 01:00:00	1	60	2	0	0
5580	34	2016-08-22 01:32:00	77.2	92.0	77.2	(75.62+0j)	2016-08-22 02:00:00	2	120	2	0	0
5581	54	2016-08-22 02:33:00	77.0	93.0	77.0	(75.68+0j)	2016-08-22 03:00:00	3	180	2	0	0
5582	78	2016-08-22 03:34:00	75.7	94.0	75.7	(74.64+0j)	2016-08-22 04:00:00	4	240	2	0	0
5583	100	2016-08-22 04:35:00	76.8	90.0	76.8	(74.72+0j)	2016-08-22 05:00:00	5	300	2	0	0
5584	124	2016-08-22 05:35:00	77.4	90.0	77.4	(75.31+0j)	2016-08-22 06:00:00	6	360	2	0	0
5585	146	2016-08-22 06:31:00	75.7	93.0	75.7	(74.39+0j)	2016-08-22 07:00:00	7	420	2	0	0
5586	168	2016-08-22 07:32:00	76.3	94.0	76.3	(75.23+0j)	2016-08-22 08:00:00	8	480	2	0	0
5587	192	2016-08-22 08:33:00	76.6	94.0	76.6	(75.53+0j)	2016-08-22 09:00:00	9	540	2	0	0
5588	212	2016-08-22 09:34:00	77.2	91.0	77.2	(75.37+0j)	2016-08-22 10:00:00	10	600	2	0	0
5589	236	2016-08-22 10:34:00	79.7	77.0	79.7	(73.98+0j)	2016-08-22 11:00:00	11	660	2	0	0
5590	260	2016-08-22 11:35:00	79.5	76.0	79.5	(73.5+0j)	2016-08-22 12:00:00	12	720	2	0	0
5591	280	2016-08-22 12:31:00	82.8	67.0	82.8	(73.81+0j)	2016-08-22 13:00:00	13	780	2	0	0
5592	304	2016-08-22 13:32:00	84.9	65.0	84.9	(75.07+0j)	2016-08-22 14:00:00	14	840	2	0	0
5593	328	2016-08-22 14:32:00	87.4	57.0	87.4	(74.44+0j)	2016-08-22 15:00:00	15	900	2	0	0
5594	350	2016-08-22 15:33:00	86.0	60.0	86.0	(74.31+0j)	2016-08-22 16:00:00	16	960	2	0	0
5595	370	2016-08-22 16:34:00	89.8	53.0	89.8	(74.97+0j)	2016-08-22 17:00:00	17	1020	2	0	0
5596	394	2016-08-22 17:35:00	91.2	43.0	91.2	(71.69+0j)	2016-08-22 18:00:00	18	1080	2	0	0
5597	416	2016-08-22 18:31:00	91.6	45.0	91.6	(72.98+0j)	2016-08-22 19:00:00	19	1140	2	0	0
5598	438	2016-08-22 19:31:00	89.1	51.0	89.1	(73.53+0j)	2016-08-22 20:00:00	20	1200	2	0	0
5599	464	2016-08-22 20:34:00	87.4	56.0	87.4	(74.06+0j)	2016-08-22 21:00:00	21	1260	2	0	0
5600	488	2016-08-22 21:34:00	85.8	59.0	85.8	(73.77+0j)	2016-08-22 22:00:00	22	1320	2	0	0
5601	512	2016-08-22 22:40:00	83.3	71.0	83.3	(75.56+0j)	2016-08-22 23:00:00	23	1380	2	0	0
5602	530	2016-08-22 23:31:00	81.7	82.0	81.7	(77.33+0j)	2016-08-23 00:00:00	0	0	3	0	0
5603	12	2016-08-23 00:32:00	81.0	87.0	81.0	(78.04+0j)	2016-08-23 01:00:00	1	60	3	0	0
5604	36	2016-08-23 01:32:00	80.1	89.0	80.1	(77.7+0j)	2016-08-23 02:00:00	2	120	3	0	0
5605	58	2016-08-23 02:33:00	79.2	89.0	79.2	(76.82+0j)	2016-08-23 03:00:00	3	180	3	0	0
5606	80	2016-08-23 03:34:00	79.5	86.0	79.5	(76.31+0j)	2016-08-23 04:00:00	4	240	3	0	0
5607	104	2016-08-23 04:35:00	79.5	86.0	79.5	(76.31+0j)	2016-08-23 05:00:00	5	300	3	0	0
5608	126	2016-08-23 05:31:00	79.5	86.0	79.5	(76.31+0j)	2016-08-23 06:00:00	6	360	3	0	0
5609	150	2016-08-23 06:31:00	80.2	86.0	80.2	(76.99+0j)	2016-08-23 07:00:00	7	420	3	0	0
5610	170	2016-08-23 07:32:00	79.5	89.0	79.5	(77.11+0j)	2016-08-23 08:00:00	8	480	3	0	0
5611	192	2016-08-23 08:33:00	81.0	85.0	81.0	(77.5+0j)	2016-08-23 09:00:00	9	540	3	0	0
5612	216	2016-08-23 09:34:00	82.4	82.0	82.4	(78.01+0j)	2016-08-23 10:00:00	10	600	3	0	0
5613	238	2016-08-23 10:35:00	85.1	63.0	85.1	(74.57+0j)	2016-08-23 11:00:00	11	660	3	0	0
5614	262	2016-08-23 11:35:00	85.8	56.0	85.8	(72.64+0j)	2016-08-23 12:00:00	12	720	3	0	0
5615	284	2016-08-23 12:31:00	87.8	51.0	87.8	(72.4+0j)	2016-08-23 13:00:00	13	780	3	0	0
5616	304	2016-08-23 13:32:00	89.1	48.0	89.1	(72.24+0j)	2016-08-23 14:00:00	14	840	3	0	0
5617	328	2016-08-23 14:33:00	90.5	48.0	90.5	(73.43+0j)	2016-08-23 15:00:00	15	900	3	0	0
5618	350	2016-08-23 15:34:00	91.0	45.0	91.0	(72.48+0j)	2016-08-23 16:00:00	16	960	3	0	0
5619	374	2016-08-23 16:34:00	91.8	41.0	91.8	(71.2+0j)	2016-08-23 17:00:00	17	1020	3	0	0
5620	398	2016-08-23 17:35:00	92.7	42.0	92.7	(72.44+0j)	2016-08-23 18:00:00	18	1080	3	0	0
5621	418	2016-08-23 18:31:00	92.1	43.0	92.1	(72.44+0j)	2016-08-23 19:00:00	19	1140	3	0	0
5622	442	2016-08-23 19:33:00	90.3	49.0	90.3	(73.7+0j)	2016-08-23 20:00:00	20	1200	3	0	0
5623	466	2016-08-23 20:38:00	88.0	54.0	88.0	(73.8+0j)	2016-08-23 21:00:00	21	1260	3	0	0
5624	488	2016-08-23 21:34:00	86.7	56.0	86.7	(73.44+0j)	2016-08-23 22:00:00	22	1320	3	0	0
5625	510	2016-08-23 22:35:00	84.2	66.0	84.2	(74.77+0j)	2016-08-23 23:00:00	23	1380	3	0	0
5626	532	2016-08-23 23:31:00	82.2	70.0	82.2	(74.22+0j)	2016-08-24 00:00:00	0	0	4	0	0
5627	12	2016-08-24 00:31:00	81.0	73.0	81.0	(74.03+0j)	2016-08-24 01:00:00	1	60	4	0	0
5628	36	2016-08-24 01:32:00	79.2	82.0	79.2	(74.92+0j)	2016-08-24 02:00:00	2	120	4	0	0
5629	58	2016-08-24 02:33:00	77.2	89.0	77.2	(74.85+0j)	2016-08-24 03:00:00	3	180	4	0	0
5630	80	2016-08-24 03:34:00	77.2	90.0	77.2	(75.11+0j)	2016-08-24 04:00:00	4	240	4	0	0
5631	104	2016-08-24 04:35:00	77.4	91.0	77.4	(75.56+0j)	2016-08-24 05:00:00	5	300	4	0	0
5632	126	2016-08-24 05:31:00	77.5	89.0	77.5	(75.15+0j)	2016-08-24 06:00:00	6	360	4	0	0
5633	148	2016-08-24 06:31:00	77.7	88.0	77.7	(75.08+0j)	2016-08-24 07:00:00	7	420	4	0	0
5634	170	2016-08-24 07:32:00	77.5	87.0	77.5	(74.62+0j)	2016-08-24 08:00:00	8	480	4	0	0
5635	190	2016-08-24 08:33:00	79.7	85.0	79.7	(76.23+0j)	2016-08-24 09:00:00	9	540	4	0	0
5636	212	2016-08-24 09:34:00	81.1	74.0	81.1	(74.42+0j)	2016-08-24 10:00:00	10	600	4	0	0
5637	236	2016-08-24 10:35:00	82.8	65.0	82.8	(73.15+0j)	2016-08-24 11:00:00	11	660	4	0	0
5638	260	2016-08-24 11:35:00	85.1	59.0	85.1	(73.14+0j)	2016-08-24 12:00:00	12	720	4	0	0
5639	280	2016-08-24 12:31:00	87.1	52.0	87.1	(72.21+0j)	2016-08-24 13:00:00	13	780	4	0	0
5640	304	2016-08-24 13:32:00	88.3	49.0	88.3	(71.99+0j)	2016-08-24 14:00:00	14	840	4	0	0
5641	326	2016-08-24 14:33:00	89.8	45.0	89.8	(71.47+0j)	2016-08-24 15:00:00	15	900	4	0	0
5642	348	2016-08-24 15:34:00	92.1	42.0	92.1	(71.94+0j)	2016-08-24 16:00:00	16	960	4	0	0
5643	372	2016-08-24 16:34:00	91.2	43.0	91.2	(71.69+0j)	2016-08-24 17:00:00	17	1020	4	0	0
5644	396	2016-08-24 17:35:00	91.6	40.0	91.6	(70.52+0j)	2016-08-24 18:00:00	18	1080	4	0	0
5645	414	2016-08-24 18:31:00	92.3	41.0	92.3	(71.61+0j)	2016-08-24 19:00:00	19	1140	4	0	0
5646	438	2016-08-24 19:32:00	90.9	48.0	90.9	(73.77+0j)	2016-08-24 20:00:00	20	1200	4	0	0
5647	460	2016-08-24 20:33:00	88.9	55.0	88.9	(74.99+0j)	2016-08-24 21:00:00	21	1260	4	0	0
5648	482	2016-08-24 21:39:00	86.7	65.0	86.7	(76.72+0j)	2016-08-24 22:00:00	22	1320	4	0	0
5649	504	2016-08-24 22:34:00	85.1	72.0	85.1	(77.56+0j)	2016-08-24 23:00:00	23	1380	4	0	0
5650	528	2016-08-24 23:31:00	83.8	76.0	83.8	(77.58+0j)	2016-08-25 00:00:00	0	0	5	0	0
5651	12	2016-08-25 00:32:00	82.2	80.0	82.2	(77.24+0j)	2016-08-25 01:00:00	1	60	5	0	0
5652	36	2016-08-25 01:33:00	80.6	86.0	80.6	(77.38+0j)	2016-08-25 02:00:00	2	120	5	0	0
5653	58	2016-08-25 02:34:00	79.3	89.0	79.3	(76.91+0j)	2016-08-25 03:00:00	3	180	5	0	0
5654	82	2016-08-25 03:34:00	77.2	91.0	77.2	(75.37+0j)	2016-08-25 04:00:00	4	240	5	0	0
5655	104	2016-08-25 04:35:00	77.0	91.0	77.0	(75.17+0j)	2016-08-25 05:00:00	5	300	5	0	0
5656	124	2016-08-25 05:31:00	75.7	93.0	75.7	(74.39+0j)	2016-08-25 06:00:00	6	360	5	0	0
5657	148	2016-08-25 06:32:00	75.7	94.0	75.7	(74.64+0j)	2016-08-25 07:00:00	7	420	5	0	0
5658	172	2016-08-25 07:33:00	77.0	91.0	77.0	(75.17+0j)	2016-08-25 08:00:00	8	480	5	0	0
5659	196	2016-08-25 08:33:00	77.7	84.0	77.7	(74.02+0j)	2016-08-25 09:00:00	9	540	5	0	0
5660	218	2016-08-25 09:34:00	80.8	73.0	80.8	(73.84+0j)	2016-08-25 10:00:00	10	600	5	0	0
5661	240	2016-08-25 10:35:00	84.6	60.0	84.6	(73.05+0j)	2016-08-25 11:00:00	11	660	5	0	0
5662	262	2016-08-25 11:31:00	84.9	59.0	84.9	(72.96+0j)	2016-08-25 12:00:00	12	720	5	0	0
5663	286	2016-08-25 12:31:00	88.2	53.0	88.2	(73.57+0j)	2016-08-25 13:00:00	13	780	5	0	0
5664	308	2016-08-25 13:43:00	88.9	50.0	88.9	(72.93+0j)	2016-08-25 14:00:00	14	840	5	0	0
5665	328	2016-08-25 14:33:00	90.1	45.0	90.1	(71.73+0j)	2016-08-25 15:00:00	15	900	5	0	0
5666	352	2016-08-25 15:34:00	91.9	39.0	91.9	(70.25+0j)	2016-08-25 16:00:00	16	960	5	0	0
5667	376	2016-08-25 16:35:00	91.0	46.0	91.0	(72.94+0j)	2016-08-25 17:00:00	17	1020	5	0	0
5668	398	2016-08-25 17:31:00	89.8	48.0	89.8	(72.83+0j)	2016-08-25 18:00:00	18	1080	5	0	0
5669	422	2016-08-25 18:32:00	89.8	50.0	89.8	(73.7+0j)	2016-08-25 19:00:00	19	1140	5	0	0
5670	446	2016-08-25 19:32:00	88.5	52.0	88.5	(73.42+0j)	2016-08-25 20:00:00	20	1200	5	0	0
5671	470	2016-08-25 20:33:00	85.6	69.0	85.6	(77.06+0j)	2016-08-25 21:00:00	21	1260	5	0	0
5672	492	2016-08-25 21:34:00	82.9	68.0	82.9	(74.23+0j)	2016-08-25 22:00:00	22	1320	5	0	0
5673	516	2016-08-25 22:35:00	82.6	71.0	82.6	(74.91+0j)	2016-08-25 23:00:00	23	1380	5	0	0
5674	538	2016-08-25 23:36:00	82.0	71.0	82.0	(74.35+0j)	2016-08-26 00:00:00	0	0	6	0	0
5675	12	2016-08-26 00:31:00	81.5	76.0	81.5	(75.4+0j)	2016-08-26 01:00:00	1	60	6	0	0
5676	36	2016-08-26 01:32:00	79.9	82.0	79.9	(75.6+0j)	2016-08-26 02:00:00	2	120	6	0	0
5677	56	2016-08-26 02:33:00	79.2	84.0	79.2	(75.47+0j)	2016-08-26 03:00:00	3	180	6	0	0
5678	76	2016-08-26 03:34:00	77.4	84.0	77.4	(73.73+0j)	2016-08-26 04:00:00	4	240	6	0	0
5679	100	2016-08-26 04:34:00	77.5	85.0	77.5	(74.09+0j)	2016-08-26 05:00:00	5	300	6	0	0
5680	122	2016-08-26 05:35:00	78.1	85.0	78.1	(74.67+0j)	2016-08-26 06:00:00	6	360	6	0	0
5681	144	2016-08-26 06:31:00	79.0	78.0	79.0	(73.6+0j)	2016-08-26 07:00:00	7	420	6	0	0
5682	168	2016-08-26 07:32:00	79.3	83.0	79.3	(75.29+0j)	2016-08-26 08:00:00	8	480	6	0	0
5683	192	2016-08-26 08:33:00	79.2	78.0	79.2	(73.79+0j)	2016-08-26 09:00:00	9	540	6	0	0
5684	216	2016-08-26 09:34:00	80.4	74.0	80.4	(73.76+0j)	2016-08-26 10:00:00	10	600	6	0	0
5685	238	2016-08-26 10:34:00	81.7	72.0	81.7	(74.38+0j)	2016-08-26 11:00:00	11	660	6	0	0
5686	262	2016-08-26 11:35:00	86.2	57.0	86.2	(73.38+0j)	2016-08-26 12:00:00	12	720	6	0	0
5687	284	2016-08-26 12:31:00	87.6	54.0	87.6	(73.45+0j)	2016-08-26 13:00:00	13	780	6	0	0
5688	308	2016-08-26 13:32:00	88.0	54.0	88.0	(73.8+0j)	2016-08-26 14:00:00	14	840	6	0	0
5689	332	2016-08-26 14:33:00	89.6	47.0	89.6	(72.22+0j)	2016-08-26 15:00:00	15	900	6	0	0
5690	356	2016-08-26 15:38:00	92.3	44.0	92.3	(73.09+0j)	2016-08-26 16:00:00	16	960	6	0	0
5691	378	2016-08-26 16:34:00	91.6	41.0	91.6	(71.03+0j)	2016-08-26 17:00:00	17	1020	6	0	0
5692	402	2016-08-26 17:35:00	91.2	45.0	91.2	(72.65+0j)	2016-08-26 18:00:00	18	1080	6	0	0
5693	426	2016-08-26 18:35:00	86.2	56.0	86.2	(73+0j)	2016-08-26 19:00:00	19	1140	6	0	0
5694	448	2016-08-26 19:31:00	84.7	70.0	84.7	(76.55+0j)	2016-08-26 20:00:00	20	1200	6	0	0
5695	472	2016-08-26 20:32:00	83.5	73.0	83.5	(76.38+0j)	2016-08-26 21:00:00	21	1260	6	0	0
5696	496	2016-08-26 21:32:00	81.7	78.0	81.7	(76.18+0j)	2016-08-26 22:00:00	22	1320	6	0	0
5697	520	2016-08-26 22:33:00	79.9	77.0	79.9	(74.17+0j)	2016-08-26 23:00:00	23	1380	6	0	0
5698	544	2016-08-26 23:34:00	79.0	81.0	79.0	(74.45+0j)	2016-08-27 00:00:00	0	0	7	1	0
5699	12	2016-08-27 00:35:00	77.4	82.0	77.4	(73.18+0j)	2016-08-27 01:00:00	1	60	7	1	0
5700	34	2016-08-27 01:36:00	77.2	83.0	77.2	(73.26+0j)	2016-08-27 02:00:00	2	120	7	1	0
5701	56	2016-08-27 02:31:00	76.6	85.0	76.6	(73.22+0j)	2016-08-27 03:00:00	3	180	7	1	0
5702	78	2016-08-27 03:33:00	75.7	88.0	75.7	(73.12+0j)	2016-08-27 04:00:00	4	240	7	1	0
5703	102	2016-08-27 04:34:00	75.2	91.0	75.2	(73.39+0j)	2016-08-27 05:00:00	5	300	7	1	0
5704	126	2016-08-27 05:34:00	74.8	94.0	74.8	(73.74+0j)	2016-08-27 06:00:00	6	360	7	1	0
5705	150	2016-08-27 06:35:00	74.3	94.0	74.3	(73.25+0j)	2016-08-27 07:00:00	7	420	7	1	0
5706	172	2016-08-27 07:31:00	74.8	93.0	74.8	(73.5+0j)	2016-08-27 08:00:00	8	480	7	1	0
5707	196	2016-08-27 08:32:00	78.8	72.0	78.8	(71.66+0j)	2016-08-27 09:00:00	9	540	7	1	0
5708	220	2016-08-27 09:33:00	81.7	69.0	81.7	(73.44+0j)	2016-08-27 10:00:00	10	600	7	1	0
5709	244	2016-08-27 10:33:00	85.5	52.0	85.5	(70.82+0j)	2016-08-27 11:00:00	11	660	7	1	0
5710	268	2016-08-27 11:34:00	87.1	52.0	87.1	(72.21+0j)	2016-08-27 12:00:00	12	720	7	1	0
5711	292	2016-08-27 12:35:00	86.2	55.0	86.2	(72.61+0j)	2016-08-27 13:00:00	13	780	7	1	0
5712	314	2016-08-27 13:31:00	86.9	51.0	86.9	(71.63+0j)	2016-08-27 14:00:00	14	840	7	1	0
5713	338	2016-08-27 14:32:00	89.8	45.0	89.8	(71.47+0j)	2016-08-27 15:00:00	15	900	7	1	0
